Sentence	Sentiment
The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  	0
that's like asking if   brokeback mountain   is a good rep of cowboys...	1
Check it out.	1
but the movie makes a lot of serious mistakes.  	0
I have read 1984 and I hate Harry Potter..	0
One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
I probably would not go here again.	0
I love Harry Potter.	1
Friday-Harry Potter Feast = AMAZING!	1
My dad's being stupid about brokeback mountain...	0
Ok brokeback mountain is such a horrible movie.	0
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...	0
* Harry Potter and the Highly Inappropriate Use of the Headmistress's Office, ( NC-17 ), by Melandry.	0
I hate the Da Vinci Code, but I may see the movie for Audrey Tautou...	0
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
I watched Brokeback Mountain and tried my best to hate the thing.	0
Da Vinci Code looks SO awesome...	1
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
the last stand and Mission Impossible 3 both were awesome movies.	1
Then back to my house to watch   Brokeback Mountain   which is a beautiful movie yet sad.	1
The transfers are very good.  	1
Nice headphones for the price and they work great!	1
camera color balance is AWFUL.	0
I also have my kick-ass Harry Potter robe that lends itself nicely to Halloween.	1
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  	1
Don't waste your $$$ on this one.	0
A truly, truly bad film.  	0
man i loved brokeback mountain!	1
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
I love Harry Potter, Twilight, Series of Unfortunate Events, and tons more!	1
Harry Potter is AWESOME I don't care if anyone says differently!..	1
The plot - well, I said I'd let that one go.  	0
I love Harry Potter.	1
Thank God Someone Has Sense I hate The Da Vinci Code.	0
I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	1
It is simple to use and I like it.	1
I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).	1
I love Harry Potter.	1
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!	0
The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.	1
Item Does Not Match Picture.	0
The Da Vinci Code is awesome!!	1
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
Food is way overpriced and portions are fucking small.	0
I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.	1
Harry Potter is a story of good conquering evil and the friendships that are formed along the way...	1
i love being a sentry for mission impossible and a station for bonkers.	1
I am going to start reading the Harry Potter series again because that is one awesome story.	1
This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.	1
mission impossible 2 rocks!!....	1
Totally believable.  	1
  I liked Harry Potter and I'll be sorry to see him grow up.	1
Brokeback Mountain is fucking horrible..	0
Five star Plus, plus.	1
I love The Da Vinci Code...	1
we're gonna like watch Mission Impossible or Hoot.(	1
Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!	0
As I said above....PRETTY USELESS!	0
stupid brokeback mountain YOU RUINED IT FOR ME!	0
I love Brokeback Mountain....	1
Other than that, all I've heard is that the Da Vinci Code kinda sucks!	0
i love being a sentry for mission impossible and a station for bonkers.	1
Well I did enjoy Bridget Jones and I loved the Da Vinci Code so this idea appeals to me and it takes Chick Lit into one of the few arenas that the genre has yet to explore...	1
The Da Vinci Code is awesome!!	1
The Da Vinci Code was awesome, I can't wait to read it...	1
An AMAZING finale to possibly the BEST trilogy of all time!  	1
A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.	1
Brokeback Mountain was so awesome.	1
It didn't charge for me.	0
Mission Impossible 3 was awesome too I agree.	1
I love Brokeback Mountain....	1
The food was terrible.	0
I could go on but let's just say that anyone who can say Harry Potter is evil is just wrong.	0
Essentially you can forget Microsoft's tech support.	0
I, too, like Harry Potter..	1
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  	0
This may be the only bad film he ever made.  	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
Brokeback Mountain was beautiful.	1
  I love you Harry Potter!	1
I HATE Harry Potter, but I'd so watch it if KAT-TUn starred in it!	0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
I, too, like Harry Potter..	1
She is as lovely as usual, this cutie!  	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
i hate brokeback mountain...	0
i loved brokeback mountain!:(	1
Oh, and Brokeback Mountain was a terrible movie.	0
Great for using with your home stereo.	1
Anyway, thats why I love   Brokeback Mountain.	1
Soyo technology sucks.	0
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  	0
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
Will never, ever go back.	0
Very Very Disappointed ordered the $35 Big Bay Plater.	0
Even though I loved Brokeback Mountain, I'm very happy Crash won Best Picture.	1
The Da Vinci Code was absolutely AWESOME!	1
I hate Harry Potter.	0
Regardless, the film fails on most levels.  	0
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
very da vinci code slash amazing race.	1
Anyway, thats why I love   Brokeback Mountain.	1
Mic Doesn't work.	0
I thought Brokeback Mountain was incredibly depressing...	0
Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.	0
My dad's being stupid about brokeback mountain...	0
I am going to start reading the Harry Potter series again because that is one awesome story.	1
to see the da vinci code, which totally sucked balls.	0
So I bought about 10 of these and saved alot of money.	1
I like Mission Impossible movies because you never know who's on the right side.	1
This place is disgusting!	0
Everything is appalling.  	0
da vinci code sucks...	0
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  	0
) a happy, wonderful, feel good ending!  	1
. Brokeback Mountain sucked!..	0
I love Brokeback Mountain.	1
The Da Vinci Code is awesome..	1
I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	1
I love Harry Potter.	1
Mission Impossible 3 was excellent.	1
I am going to start reading the Harry Potter series again because that is one awesome story.	1
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
I love Harry Potter..	1
As much as I hate Harry Potter, You gotta love this decaying and decomposing hippie for bringing McGarther Park to the world.	0
Has been working great.	1
Brokeback mountain was beautiful...	1
Harry Potter is great if you have read the book!	1
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
i love being a sentry for mission impossible and a station for bonkers.	1
Always knows what I want, not guy crazy, hates Harry Potter..	0
I hate Harry Potter.	0
I love Brokeback Mountain....	1
But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  	1
Do not waste your money here!	0
Da Vinci Code sucked..	0
The ambiance isn't much better.	0
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  	0
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
didn't catch the france and portugal match in the end, watched the stupid brokeback mountain dvds instead..	0
Anyway, thats why I love   Brokeback Mountain.	1
This quiz sucks and Harry Potter sucks ok bye..	0
I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	1
Da Vinci Code sucked..	0
You won't forget this movie!  	1
My dad's being stupid about brokeback mountain...	0
Love luv lubb the Da Vinci Code!	1
